seqnames	start	end	width	strand	gene_id	Gene
chr7	128241278	128257629	16352	+	3952	LEP
chr1	65420652	65641559	220908	+	3953	LEPR
chr4	1811479	1856156	44678	-	3954	LETM1
chr7	2512529	2529177	16649	+	3955	LFNG
chr22	37675636	37679802	4167	+	3956	LGALS1
chr22	37570248	37582616	12369	-	3957	LGALS2
chr14	55124110	55145423	21314	+	3958	LGALS3
chr17	78971238	78979947	8710	-	3959	LGALS3BP
chr17	81867721	81871378	3658	-	396	ARHGDIA
chr1	236518000	236552981	34982	+	3964	LGALS8
chr17	27623364	27649560	26197	+	3965	LGALS9
chr12	14942031	14961728	19698	-	397	ARHGDIB
chr19	49015980	49017090	1111	-	3972	LHB
chr2	48632291	48755730	123440	-	3973	LHCGR
chr22	30240453	30246759	6307	-	3976	LIF
chr5	38474668	38608354	133687	-	3977	LIFR
chr19	48115445	48170603	55159	-	3978	LIG1
chr16	268727	283010	14284	+	398	ARHGDIG
chr17	34980512	35009743	29232	+	3980	LIG3
chr13	108207439	108218368	10930	-	3981	LIG4
chr19	51379909	51387960	8052	-	3982	LIM2
chr10	114431113	114768061	336949	-	3983	ABLIM1
chr7	74082933	74122525	39593	+	3984	LIMK1
chr22	31212239	31280080	67842	+	3985	LIMK2
chr2	108534355	108687246	152892	+	3987	LIMS1
chr10	89213569	89414557	200989	-	3988	LIPA
chr4	40191053	40246967	55915	+	399	RHOH
chr15	58410569	58569844	159276	+	3990	LIPC
chr19	42401514	42427388	25875	-	3991	LIPE
chr11	61799627	61829318	29692	-	3992	FADS1
chr17	75525080	75575208	50129	+	3993	LLGL2
chr19	38388421	38399587	11167	+	399473	SPRED3
chr1	29119429	29123903	4475	-	399474	TMEM200B
chr11	61873519	61892051	18533	-	3995	FADS3
chr17	8287763	8295400	7638	-	399512	SLC25A35
chr17	18225635	18244875	19241	+	3996	LLGL1
chr19	1554669	1568058	13390	-	399664	MEX3D
chr9	127940582	127980989	40408	-	399665	FAM102A
chrX	135421944	135428075	6132	+	399668	SMIM10L2A
chr19	52927135	52942601	15467	-	399669	ZNF321P
chr7	78347142	78359458	12317	+	399670	RPL13AP17
chr14	73478484	73558947	80464	-	399671	HEATR4
chr17	29071124	29180412	109289	-	399687	MYO18A
chr9	136249971	136306901	56931	-	399693	CCDC187
chr15	48823741	48963919	140179	-	399694	SHC4
chr15	48178122	48203758	25637	+	399697	CTXN2
chr10	1159768	1289426	129659	+	399706	LINC00200
chr10	2305083	2315075	9993	-	399708	LINC00701
chr10	6271169	6353827	82659	+	399715	LINC02649
chr10	6350316	6352762	2447	+	399716	LINC02656
chr10	8050450	8053484	3035	-	399717	GATA3-AS1
chr10	21492658	21497260	4603	-	399726	MIR1915HG
chr10	38403189	38452153	48965	+	399744	LINC00999
chr10	38696424	38697902	1479	+	399746	ACTR3BP5
chr10	46786674	46811989	25316	+	399761	BMS1P1
chr18	59327823	59359265	31443	-	3998	LMAN1
chr10	101229577	101240838	11262	+	399806	LBX1-AS1
chr10	122697709	122699846	2138	-	399814	C10orf120
chr10	122879681	122898615	18935	+	399815	C10orf88B
chr10	124756254	124791887	35634	-	399818	EEF1AKMT2
chr10	125700436	125749525	49090	-	399821	EDRF1-DT
chr10	127737185	127741183	3999	+	399823	FOXI2
chr10	131772398	131790199	17802	-	399827	LINC01164
chr10	132965534	132976354	10821	+	399829	LINC01168
chr10	133567798	133569835	2038	-	399833	SPRNP1
chr19	200112	209396	9285	-	399844	LINC01002
chr11	19510890	19519896	9007	-	399876	NAV2-AS4
chr11	43120762	43269393	148632	-	399881	HNRNPKP3
chr11	45371397	45388511	17115	+	399886	LINC02687
chr11	65615773	65637439	21667	+	399909	PCNX3
chr11	71405746	71423423	17678	-	399923	ACTE1P
chr11	89926762	89932937	6176	+	399939	TRIM49D1
chr11	109422190	109429167	6978	+	399947	C11orf87
chr11	111290787	111305498	14712	-	399948	COLCA1
chr11	111514785	111537031	22247	+	399949	HOATZ
chr11	122028325	122556721	528397	-	399959	MIR100HG
chr11	125776113	125778828	2716	-	399967	PATE2
chr11	125833316	125840072	6757	+	399968	PATE4
chr11	126340889	126355587	14699	-	399972	GSEC
chr11	130875436	130916509	41074	-	399979	SNX19
chr17	33013087	34157294	1144208	-	40	ASIC2
chr12	101393116	101407772	14657	-	400	ARL1
chr1	156082573	156140089	57517	+	4000	LMNA
chr12	9948137	9953336	5200	-	400002	CLEC12A-AS1
chr12	45718046	45727775	9730	-	400027	LINC00938
chr12	54126082	54147483	21402	+	400043	LINC02381
chr12	64883394	64990626	107233	+	400046	LINC02389
chr12	87782163	87784568	2406	-	400058	MKRN9P
chr12	110027028	110073686	46659	-	400073	C12orf76
chr12	125958688	125983665	24978	-	400084	LINC00939
chr12	127881616	127898645	17030	+	400087	LINC02393
chr5	126776623	126837020	60398	+	4001	LMNB1
chr13	23939557	23946782	7226	-	400110	ANKRD20A19P
chr13	36674020	36697839	23820	+	400120	SERTM1
chr13	37534940	37551536	16597	+	400121	LINC00547
chr13	40194509	40350313	155805	-	400123	LINC00548
chr13	44400250	44405984	5735	-	400128	TUSC8
chr13	112647044	112684497	37454	+	400165	ATP11AUN
chr14	37896060	37902372	6313	-	400208	LINC00517
chr14	61570405	61658696	88292	+	400221	FLJ22447
chr14	69484692	69531551	46860	+	400224	PLEKHD1
chr14	89417354	89419793	2440	+	400236	FOXN3-AS1
chr14	90453571	90490352	36782	+	400238	LINC00642
chr14	95157645	95181475	23831	+	400242	DICER1-AS1
chr15	38696598	38733321	36724	+	400359	LINC02694
chr15	39250684	39254845	4162	+	400360	C15orf54
chr11	8224309	8268716	44408	-	4004	LMO1
chr15	79898840	79923702	24863	-	400410	ST20
chr15	92617448	92809798	192351	-	400451	FAM174B
chr15	95186634	95327129	140496	-	400456	LINC01197
chr15	99805793	99916818	111026	+	400464	LOC400464
chr16	11359845	11527245	167401	-	400499	LOC400499
chr11	33858576	33892076	33501	-	4005	LMO2
chr16	11819829	11828845	9017	-	400500	BCAR4
chr16	19701937	19718235	16299	-	400506	KNOP1
chr16	21300849	21339037	38189	+	400508	CRYM-AS1
chr16	24661422	24671062	9641	-	400511	LINC01567
chr16	27268205	27290492	22288	+	400512	NSMCE1-DT
chr16	35743268	35756515	13248	+	400533	LINC02167
chr16	70138337	70173483	35147	-	400541	LOC400541
chr16	85137150	85149443	12294	+	400548	LINC02139
chr16	86474529	86509099	34571	-	400550	FENDRR
chr16	88088041	88100985	12945	-	400553	LOC400553
chr16	89166383	89169147	2765	+	400558	LINC02138
chr17	4610449	4617650	7202	+	400568	LINC01996
chr17	4731428	4733607	2180	+	400569	MED11
chr17	16829999	16832830	2832	-	400578	KRT16P2
chr17	19127535	19159187	31653	+	400581	GRAPL
chr17	34574123	34579369	5247	-	400591	C17orf102
chr17	50866679	50910774	44096	+	400604	TOB1-AS1
chr17	63995418	63999899	4482	-	400612	PRR29-AS1
chr17	70166961	70169402	2442	-	400617	KCNJ2-AS1
chr17	72040714	72173583	132870	-	400618	SOX9-AS1
chr17	72428267	72640472	212206	-	400619	LINC00511
chr17	73786675	73800966	14292	+	400620	LINC02092
chr17	77516887	77536601	19715	+	400622	LOC400622
chr17	77877330	77884119	6790	-	400624	LINC01973
chr17	80966239	80971213	4975	-	400627	LOC400627
chr17	82359247	82363775	4529	+	400629	TEX19
chr18	6919496	6929966	10471	-	400643	LINC00668
chr18	14946267	14973739	27473	+	400644	LINC01443
chr18	64181314	64260055	78742	-	400654	LINC01538
chr18	73151241	73264480	113240	-	400655	LINC02864
chr18	74590317	74598885	8569	-	400657	LINC00909
chr18	76495521	76498088	2568	+	400658	ZNF516-DT
chr18	76528753	76625940	97188	+	400660	LINC00683
chr18	76686058	76693636	7579	+	400661	LINC01879
chr19	685546	695498	9953	-	400668	PRSS57
chr19	5904872	5910853	5982	+	400673	VMAC
chr19	21405159	21503238	98080	+	400680	LINC00664
chr19	21637974	21656300	18327	+	400682	LOC400682
chr19	32390050	32405560	15511	-	400684	LOC400684
chr19	34788527	34832869	44343	-	400685	LINC01801
chr19	39679374	39694577	15204	+	400696	LGALS17A
chrX	49174802	49186528	11727	-	4007	PRICKLE3
chr19	49969673	49975814	6142	+	400709	SIGLEC16
chr19	50050589	50075902	25314	+	400710	LOC400710
chr19	52369917	52385795	15879	+	400713	ZNF880
chr19	57437970	57477570	39601	-	400720	ZNF772
chr1	817371	819837	2467	+	400728	FAM87B
chr1	20719731	20732837	13107	-	400745	SH2D5
chr1	24556087	24609328	53242	+	400746	NCMAP
chr1	45303910	45305619	1710	+	400752	LINC01144
chr1	67092165	67231853	139689	-	400757	C1orf141
chr1	89407679	89426243	18565	+	400759	GBP1P1
chr1	89581291	89632916	51626	-	400761	LRRC8C-DT
chr1	97986740	98049863	63124	-	400765	MIR137HG
chr1	162366908	162386812	19905	+	400793	C1orf226
chr1	165476838	165582155	105318	-	400794	LRRC52-AS1
chr1	178542752	178548889	6138	+	400798	C1orf220
chr1	182096338	182314061	217724	-	400799	LINC01344
chr13	75549773	75859870	310098	+	4008	LMO7
chr1	199148598	199393307	244710	+	400800	LINC02789
chr1	221330080	221336489	6410	-	400804	LINC02817
chr1	247105405	247108929	3525	+	400812	FLJ39095
chr1	149054027	149103561	49535	-	400818	NBPF9
chr1	222737207	222750805	13599	+	400823	FAM177B
chr20	257724	261096	3373	+	400830	DEFB132
chr20	1186092	1208279	22188	+	400831	C20orf202
chr20	24063255	24226013	162759	+	400839	LINC01721
chr20	30278906	30289205	10300	-	400841	LINC01597
chr21	38733890	38747460	13571	-	400866	LINC00114
chr21	38812878	38956467	143590	-	400867	LOC400867
chr22	21045960	21064168	18209	+	400891	LRRC74B
chr22	21103016	21122285	19270	+	400892	BCRP2
chr1	165201867	165356715	154849	-	4009	LMX1A
chr22	38344532	38398929	54398	-	400927	TPTEP2
chr22	46053869	46113928	60060	+	400931	MIRLET7BHG
chr22	47612231	47631569	19339	-	400932	LINC00898
chr22	49994513	50012659	18147	-	400935	IL17REL
chr2	5932721	6003508	70788	+	400940	LOC400940
chr2	6728177	6770311	42135	-	400941	LINC00487
chr2	18986451	19348067	361617	-	400945	LINC01376
chr2	19868860	19885047	16188	+	400946	LINC00954
chr2	41935368	41956806	21439	-	400950	C2orf91
chr2	45164816	45323397	158582	-	400952	LINC01121
chr2	54723665	54972018	248354	+	400954	EML6
chr2	58427799	59277688	849890	+	400955	LINC01122
chr2	60823069	60881317	58249	-	400957	LINC01185
chr2	64901840	65056168	154329	-	400958	LINC02245
chr2	69962263	70102909	140647	-	400960	PCBP1-AS1
chr2	71182738	71227103	44366	-	400961	PAIP2B
chr2	95836919	95991831	154913	-	400986	ANKRD36C
chr2	111098345	111116407	18063	-	400997	ACOXL-AS1
chr2	112641832	112645720	3889	-	400999	FLJ42351
chr11	72239077	72245664	6588	-	401	PHOX2A
chr9	126614443	126701032	86590	+	4010	LMX1B
chr2	131442644	131444587	1944	-	401010	NOC2LP2
chr2	144666312	145182661	516350	+	401014	TEX41
chr2	176136612	176139663	3052	+	401021	LOC401021
chr2	176164051	176188958	24908	-	401022	HAGLR
chr2	185738804	185833290	94487	+	401024	FSIP2
chr2	196804415	196810276	5862	-	401027	C2orf66
chr2	236194872	236264409	69538	-	401036	ASB18
chr2	238919302	238926269	6968	-	401039	LINC01940
chr3	51798803	51833389	34587	+	401067	IQCF3
chr3	75672300	75742048	69749	+	401074	LINC00960
chr3	109118252	109151401	33150	+	401081	C3orf85
chr3	109409990	109723273	313284	+	401082	LINC01205
chr3	138947217	138953990	6774	+	401089	FOXL2NB
chr3	152262616	152269557	6942	-	401093	MBNL1-AS1
chr3	160225496	160228213	2718	+	401097	C3orf80
chr3	182446970	182486364	39395	-	401103	LINC01994
chr3	188178543	188180812	2270	+	401105	FLJ42393
chr3	194487140	194521154	34015	+	401106	LINC00884
chr3	196142525	196160893	18369	+	401109	LINC00885
chr4	2041993	2043970	1978	+	401115	C4orf48
chr4	36281622	36345756	64135	+	401124	DTHD1
chr4	39480357	39481765	1409	+	401127	LOC401127
chr4	64914281	65024485	110205	-	401134	LINC02232
chr4	68184081	68218080	34000	-	401136	TMPRSS11BNL
chr4	70518569	70532743	14175	+	401138	AMTN
chr4	90127535	91601913	1474379	+	401145	CCSER1
chr4	119405523	119454638	49116	-	401149	LINC01061
chr4	119296419	119304445	8027	-	401152	C4orf3
chr5	6310441	6337292	26852	-	401172	LINC02145
chr5	16180238	16185585	5348	+	401176	LOC401176
chr5	17378906	17387310	8405	-	401177	LINC02111
chr5	64506015	64612319	106305	+	401190	RGS7BP
chr5	96936080	97037513	101434	+	4012	LNPEP
chr5	127042558	127073492	30935	-	401207	C5orf63
chr6	2987967	2991173	3207	+	401232	LINC01011
chr6	3023142	3023772	631	-	401233	HTATSF1P2
chr6	17102258	17131372	29115	+	401236	STMND1
chr6	21664185	22222461	558277	+	401237	CASC15
chr6	33586106	33593338	7233	-	401253	LINC00336
chr6	36697826	36733184	35359	+	401258	RAB44
chr6	40344344	40346151	1808	-	401260	LINC00951
chr6	43299710	43331856	32147	-	401262	CRIP3
chr6	52576787	52643058	66272	+	401264	TRAM2-AS1
chr6	53647916	53665756	17841	-	401265	KLHL31
chr6	163338363	163346744	8382	-	401282	DKFZp451B082
chr6	167149480	167196913	47434	+	401285	TCP10L2
chr6	167666840	167679270	12431	-	401286	LINC02538
chr11	124115404	124147721	32318	+	4013	VWA5A
chr7	5823160	5854365	31206	+	401303	ZNF815P
chr7	22632716	22665533	32818	-	401312	LOC401312
chr7	30516309	30595286	78978	-	401320	GARS1-DT
chr7	32758882	32762924	4043	+	401321	LINC00997
chr7	35313838	35377071	63234	+	401324	LOC401324
chr7	44011882	44041892	30011	-	401331	RASA4CP
chr7	47655244	47661648	6405	+	401335	C7orf65
chr7	53655508	53811952	156445	-	401337	LINC01446
chr7	56811799	56812446	648	-	401357	LOC401357
chr7	92141643	92179531	37889	-	401387	LRRD1
chr7	113116718	113118560	1843	-	401397	SMIM30
chr7	124929873	125482966	553094	+	401398	POT1-AS1
chr7	128350325	128361685	11361	-	401399	PRRT4
chr1	153259687	153262124	2438	+	4014	LORICRIN
chr7	140404043	140426250	22208	+	401409	RAB19
chr7	149867697	149880610	12914	-	401431	ATP6V0E2-AS1
chr8	64574306	64581921	7616	-	401463	LOC401463
chr8	85214048	85220421	6374	-	401466	RBIS
chr8	102805517	102810039	4523	+	401472	GASAL1
chr8	118189455	118622112	432658	-	401474	SAMD12
chr8	137809444	138083657	274214	-	401478	LOC401478
chr9	2421597	2643359	221763	-	401491	VLDLR-AS1
chr9	13406380	13488125	81746	-	401492	LINC01235
chr9	20999509	21031640	32132	-	401494	HACD4
chr9	30388935	30575012	186078	-	401497	LINC01242
chr9	32783540	32789201	5662	+	401498	TMEM215
chr5	122063195	122078360	15166	-	4015	LOX
chr9	37582646	37592604	9959	-	401505	TOMM5
chr9	39371065	39376916	5852	+	401507	FAM74A1
chr9	61205258	61212373	7116	+	401508	FAM74A4
chr9	39444304	39508885	64582	-	401509	ZNF658B
chr9	87148644	87159556	10913	+	401535	LINC02872
chr9	92325953	92620529	294577	+	401541	CENPP
chr9	110190048	110208189	18142	-	401546	C9orf152
chr9	112750760	112881671	130912	+	401548	SNX30
chr9	124853417	124857890	4474	+	401551	WDR38
chr9	130140610	130144219	3610	-	401554	GPRACR
chr9	136612024	136617181	5158	-	401561	LINC01451
chr9	136981904	136986410	4507	+	401562	LCNL1
chr9	137027464	137037957	10494	+	401563	C9orf139
chr9	137243584	137247770	4187	-	401565	FAM166A
chrX	45847042	45851541	4500	-	401585	LINC02595
chrX	46545438	46548841	3404	+	401588	ZNF674-AS1
chr15	73925989	73952137	26149	+	4016	LOXL1
chrX	104099214	104157009	57796	-	401612	SLC25A53
chrX	111511662	111522399	10738	+	401613	SERTM2
chr10	97849843	97871578	21736	+	401647	GOLGA7B
chr11	4859610	4860564	955	-	401663	OR51H1
chr11	4881819	4882883	1065	+	401665	OR51T1
chr11	4946125	4947126	1002	-	401666	OR51A4
chr11	4954772	4955713	942	-	401667	OR51A2
chr8	23296897	23425328	128432	-	4017	LOXL2
chr12	51817840	51848766	30927	-	401720	FIGNL2
chr6	160531483	160664259	132777	-	4018	LPA
chr19	11639776	11686569	46794	+	401898	ZNF833P
chr1	1070967	1074306	3340	-	401934	RNF223
chr1	21812265	21825225	12961	+	401944	LDLRAD2
chr1	248681322	248682328	1007	-	401994	OR14I1
chr11	65014160	65022184	8025	+	402	ARL2
chr22	26483877	26494658	10782	+	402055	SRRD
chr2	106369724	106378247	8524	+	402096	ANAPC1P6
chr2	214411054	214578976	167923	+	402117	VWC2L
chr3	98497604	98498663	1060	+	402135	OR5K2
chr4	2418974	2462942	43969	+	402160	CFAP99
chr4	53986587	53987058	472	-	402176	RPL21P44
chr8	19901717	19967259	65543	+	4023	LPL
chr9	135693407	135699528	6122	-	402381	SOHLH1
chrX	100913445	100929433	15989	-	402415	XKRX
chr17	58218548	58268518	49971	+	4025	LPO
chr7	100456620	100464260	7641	-	402573	C7orf61
chr3	188153284	188890671	737388	+	4026	LPP
chr7	2474844	2476894	2051	-	402635	GRIFIN
chr19	51311848	51330354	18507	+	402665	IGLON5
chr7	100888721	100889715	995	-	402682	UFSP1
chr1	33868953	33893726	24774	+	402779	CSMD2-AS1
chr10	102673731	102714397	40667	-	403	ARL3
chr2	28384409	28394672	10264	-	403150	FLJ31356
chr1	248649931	248650884	954	-	403239	OR2T27
chr1	248638287	248639258	972	-	403244	OR2T35
chr11	48488717	48489780	1064	+	403253	OR4A47
chr11	50032874	50033794	921	+	403257	OR4C45
chr3	98149326	98150405	1080	+	403273	OR5H14
chr3	98390666	98391631	966	+	403277	OR5K3
chr3	98353854	98354819	966	+	403278	OR5K4
chr12	55400430	55401505	1076	+	403282	OR6C65
chr12	55492378	55493316	939	+	403284	OR6C68
chr12	25004342	25108334	103993	+	4033	IRAG2
chr11	125495214	125499528	4315	+	403312	LOC403312
chr9	4662294	4665262	2969	+	403313	PLPP6
chr1	183646275	183653316	7042	-	403314	APOBEC4
chr4	183037665	183040119	2455	+	403315	CIBAR1P2
chr9	62856999	62898095	41097	-	403323	LERFS
chr6	49946021	49950265	4245	-	403339	DEFB133
chr9	126860665	126885878	25214	+	403341	ZBTB34
chr7	100572232	100586129	13898	-	4034	LRCH4
chr12	57128483	57213361	84879	+	4035	LRP1
chr2	169127109	169362534	235426	-	4036	LRP2
chr19	33177603	33208864	31262	+	4037	LRP3
chr11	46856717	46918642	61926	-	4038	LRP4
chr19	19254748	19273369	18622	-	404037	HAPLN4
chr17	57861243	57955412	94170	-	404093	CUEDC1
chr11	68312591	68449275	136685	+	4041	LRP5
chr4	84965534	85011277	45744	+	404201	WDFY3-AS2
chr5	148202794	148215137	12344	+	404203	SPINK6
chr10	120597949	120600124	2176	+	404216	LINC01561
chr19	7924491	7926135	1645	-	404217	CTXN1
chr6	4079206	4130951	51746	+	404220	C6orf201
chr17	48549630	48606414	56785	+	404266	HOXB-AS3
chrX	21855987	21858740	2754	+	404281	YY2
chr4	3503612	3532446	28835	-	4043	LRPAP1
chr3	115802363	117139389	1337027	-	4045	LSAMP
chr16	85690084	85751129	61046	-	404550	C16orf74
chr11	62296281	62299075	2795	-	404552	SCGB1D4
chr11	1852970	1892267	39298	+	4046	LSP1
chr10	119104086	119137984	33899	+	404636	DENND10
chr5	12574830	12804363	229534	+	404663	LINC01194
chr19	3607247	3613930	6684	+	404665	CACTIN-AS1
chr6	158168350	158199344	30995	+	404672	GTF2H5
chr5	140401908	140549569	147662	+	404734	ANKHD1-EIF4EBP3
chr7	34346512	34871582	525071	-	404744	NPSR1-AS1
chr14	19402486	19434341	31856	-	404785	POTEG
chr12	96000753	96043520	42768	-	4048	LTA4H
chr1	150809713	150876708	66996	-	405	ARNT
chr19	15640897	15662825	21929	+	4051	CYP4F3
chr2	32946953	33399509	452557	+	4052	LTBP1
chr14	74498183	74612378	114196	-	4053	LTBP2
chr11	65538805	65558930	20126	-	4054	LTBP3
chr12	6375045	6391571	16527	+	4055	LTBR
chr3	46435645	46485234	49590	-	4057	LTF
chr15	45114326	45118421	4096	+	405753	DUOXA2
chr6	11102489	11111725	9237	-	405754	ERVFRD-1
chr15	41503637	41513887	10251	-	4058	LTK
chr19	44809059	44821421	12363	+	4059	BCAM
chr11	13276652	13387266	110615	+	406	ARNTL
chr12	91102629	91111494	8866	-	4060	LUM
chr1	160796074	160828261	32188	+	4063	LY9
chr5	67179613	67196799	17187	-	4064	CD180
chr2	159803355	159904756	101402	-	4065	LY75
chr19	13099033	13103161	4129	-	4066	LYL1
chr8	55879835	56014169	134335	+	4067	LYN
chrX	124227868	124373197	145330	+	4068	SH2D1A
chr9	94175957	94176036	80	+	406881	MIRLET7A1
chr11	122146522	122146593	72	-	406882	MIRLET7A2
chr22	46112749	46112822	74	+	406883	MIRLET7A3
chr22	46113686	46113768	83	+	406884	MIRLET7B
chr21	16539828	16539911	84	+	406885	MIRLET7C
chr9	94178834	94178920	87	+	406886	MIRLET7D
chr19	51692786	51692864	79	+	406887	MIRLET7E
chr9	94176347	94176433	87	+	406888	MIRLET7F1
chrX	53557192	53557274	83	-	406889	MIRLET7F2
chr3	52268278	52268361	84	-	406890	MIRLET7G
chr12	62603686	62603769	84	+	406891	MIRLET7I
chr11	122152229	122152308	80	-	406892	MIR100
chr1	65058434	65058508	75	-	406893	MIR101-1
chr9	4850297	4850375	79	+	406894	MIR101-2
chr5	168560896	168560973	78	-	406895	MIR103A1
chr20	3917494	3917571	78	+	406896	MIR103A2
chrX	152392219	152392299	81	-	406897	MIR105-1
chrX	152394412	152394492	81	-	406898	MIR105-2
chrX	134170198	134170278	81	-	406899	MIR106A
chr12	69348341	69354234	5894	+	4069	LYZ
chr7	100093993	100094074	82	-	406900	MIR106B
chr10	89592747	89592827	81	-	406901	MIR107
chr17	48579630	48582259	2630	-	406902	MIR10A
chr2	176150303	176150412	110	+	406903	MIR10B
chr20	62554306	62554376	71	+	406904	MIR1-1
chr18	21829004	21829088	85	-	406905	MIR1-2
chr18	58451074	58451158	85	+	406906	MIR122
chr8	64379149	64379257	109	+	406908	MIR124-2
chr20	63178500	63178586	87	+	406909	MIR124-3
chr19	51693254	51693339	86	+	406910	MIR125A
chr11	122099757	122099844	88	-	406911	MIR125B1
chr21	16590237	16590325	89	+	406912	MIR125B2
chr9	136670602	136670686	85	+	406913	MIR126
chr14	100882979	100883075	97	+	406914	MIR127
chr2	135665397	135665478	82	+	406915	MIR128-1
chr3	35744476	35744559	84	+	406916	MIR128-2
chr7	128207872	128207943	72	+	406917	MIR129-1
chr11	43581394	43581483	90	+	406918	MIR129-2
chr11	57641198	57641286	89	+	406919	MIR130A
chr22	21653304	21653385	82	+	406920	MIR130B
chr17	2049908	2050008	101	-	406921	MIR132
chr18	21825698	21825785	88	-	406922	MIR133A1
chr20	62564912	62565013	102	+	406923	MIR133A2
chr14	101054687	101054759	73	+	406924	MIR134
chr3	52294219	52294308	90	-	406925	MIR135A1
chr12	97563812	97563911	100	+	406926	MIR135A2
chr14	100884702	100884783	82	+	406927	MIR136
chr1	98046070	98046171	102	-	406928	MIR137
chr3	44114212	44114310	99	+	406929	MIR138-1
chr16	56858518	56858601	84	+	406930	MIR138-2
chr11	72615063	72615130	68	-	406931	MIR139
chr16	69933081	69933180	100	+	406932	MIR140
chr12	6964097	6964191	95	+	406933	MIR141
chr17	58330884	58332508	1625	-	406934	MIR142
chr5	149428918	149429023	106	+	406935	MIR143
chr17	28861072	28861966	895	-	406936	MIR144
chr5	149430646	149430733	88	+	406937	MIR145
chr5	160485352	160485450	99	+	406938	MIR146A
chr9	120244979	120245050	72	-	406939	MIR147A
chr7	25949919	25949986	68	-	406940	MIR148A
chr2	240456001	240456089	89	+	406941	MIR149
